ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
cc979ccb-faa2-457f-9097-4081dcca238a;1;17;2;9500;1;1;135.0;1;19;1;5;4;127.3;1;0;0;1;0;0;18;0;0;7;8;7;13.30625;0;0;8;8;8;14.545;0;15.5;2.8;-4.06;Graduate
06599f89-2014-4291-a11a-df0dc4650ea2;1;1;1;9130;1;1;137.0;1;3;19;3;5;136.3;1;0;0;1;0;0;20;0;0;5;8;4;12.5;1;0;5;8;4;12.25;2;10.8;1.4;1.74;Graduate
2630d3fb-93bd-4c4c-8da8-cd5151bd5b75;1;1;1;9853;1;1;140.0;1;19;19;7;7;124.6;1;0;0;1;0;0;18;0;0;7;7;6;11.666666666666666;0;0;7;8;6;13.5;0;16.2;0.3;-0.92;Enrolled
1130d956-9391-4f36-b189-9af00cbbffb1;1;1;3;171;1;1;122.0;1;1;1;9;8;120.3;0;0;0;1;0;1;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate
c6cd4c2a-ee00-45c7-8f90-7a1e4514d9ff;1;18;4;9556;1;1;127.0;1;1;38;4;7;121.8;1;0;0;1;0;0;20;0;0;7;14;7;11.4375;0;0;8;9;8;11.425;0;12.7;3.7;-1.7;Enrolled
7e6903aa-6caa-4452-a006-b7b0a2c5c20d;1;1;4;9500;1;1;142.0;1;19;19;1;1;125.5;1;0;0;1;0;0;18;0;0;8;12;7;12.857142857142858;0;0;8;12;7;12.857142857142858;0;12.7;3.7;-1.7;Graduate
56ca4c12-e3db-4c37-bb30-0645d524ed75;1;1;4;9670;1;1;125.0;1;1;38;4;7;114.9;1;0;0;1;0;1;19;0;0;6;8;6;13.375;0;0;6;7;6;12.285714285714286;0;11.1;0.6;2.02;Graduate
a98e2097-94cd-4df2-a247-404be50d68ca;1;1;1;9500;1;1;126.0;1;19;19;3;7;123.9;0;0;0;1;0;0;19;0;0;7;8;6;13.296666666666669;0;0;8;9;7;14.114285714285714;0;11.1;0.6;2.02;Graduate
7d8e4ccb-814c-4d73-a566-15c15778edf0;1;1;1;9238;1;1;151.0;1;19;38;9;9;157.0;1;0;1;1;0;1;18;0;0;6;8;5;11.6;0;0;6;12;4;11.0;0;7.6;2.6;0.32;Enrolled
5865ab57-37b5-4d95-aadf-e3448f6fefbb;1;17;2;9238;1;1;115.0;1;19;38;7;8;116.4;1;0;0;1;0;0;21;0;0;6;9;6;11.375;0;0;6;9;6;13.285714285714286;0;16.2;0.3;-0.92;Graduate
7393577a-b05c-4819-9c9a-f98e4ddb5034;1;1;1;9085;1;1;138.0;1;19;19;3;3;131.0;1;0;0;1;0;0;18;0;0;5;9;5;12.666666666666666;2;0;5;7;4;13.0;0;9.4;-0.8;-3.12;Enrolled
7ca35a7b-9abf-4f59-9824-a3ac3bfba1c8;1;1;1;9147;1;1;135.0;1;19;1;9;9;122.1;1;0;0;1;0;0;20;0;0;5;6;5;12.0;0;0;5;6;5;12.333333333333334;0;16.2;0.3;-0.92;Graduate
9324dab1-dbdd-418a-b94d-e1215c188750;1;17;2;9500;1;1;127.0;1;3;3;1;10;118.8;1;0;0;1;1;0;19;0;0;7;9;6;12.933333333333332;0;0;7;7;6;13.716666666666669;0;16.2;0.3;-0.92;Enrolled
c34c0278-4d96-4c7d-86b6-44c237971002;1;44;1;9003;1;39;150.0;1;4;5;4;2;150.0;0;0;0;1;1;0;21;0;0;6;15;5;11.857142857142858;0;0;6;17;5;10.571428571428571;0;16.2;0.3;-0.92;Enrolled
ac8f7c39-cfb7-4962-ad07-b6e4f87c3b50;1;51;1;9070;1;1;125.0;1;42;3;125;124;130.0;1;0;0;1;1;0;20;0;2;6;7;6;12.833333333333334;0;0;6;9;4;13.4;0;8.9;1.4;3.51;Graduate
2f809cf3-81b5-43b8-84e9-a3ec5ef03e24;1;1;1;9147;1;1;143.0;1;1;1;4;6;138.8;0;0;0;0;1;0;18;0;0;5;9;3;11.333333333333334;0;0;5;8;2;13.5;0;8.9;1.4;3.51;Enrolled
3a415380-9397-465d-8bde-5e15f575c8f1;1;18;1;8014;0;1;138.0;1;19;1;9;5;134.5;1;0;0;1;0;0;19;0;0;6;6;6;12.666666666666666;0;0;6;8;6;14.375;0;12.4;0.5;1.79;Graduate
d12ddf89-8137-4605-a64a-bd957659c01c;1;1;1;9991;0;1;130.0;1;2;37;3;9;131.4;0;0;0;1;1;0;34;0;0;5;6;5;12.4;0;0;5;9;5;13.428571428571429;0;13.9;-0.3;0.79;Graduate
3fd06ee7-5188-4588-8822-01326000b995;1;39;1;33;1;1;130.0;1;38;37;9;6;102.5;0;0;1;0;1;0;37;0;0;7;7;0;0.0;0;0;7;7;1;10.0;0;8.9;1.4;3.51;Dropout
861b3290-c6b6-423f-84b9-170077a81bbf;1;39;1;9119;1;10;133.1;1;34;37;0;0;128.8;1;0;0;1;1;0;43;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;7.6;2.6;0.32;Dropout
e0501a76-c635-44fd-a147-1d3d19fc7ab9;1;43;1;9147;1;1;140.0;1;37;37;6;6;122.9;0;0;0;1;0;0;55;0;0;5;10;1;10.0;0;0;5;8;2;12.0;2;16.2;0.3;-0.92;Dropout
926fceaf-5561-4ab5-a439-c0d12f9a377d;4;39;1;9991;0;1;120.0;1;19;19;9;3;113.9;1;0;0;1;0;0;39;0;0;5;8;5;11.0;0;0;5;5;5;11.6;0;7.6;2.6;0.32;Graduate
b97e5070-4b4c-4b28-8c2f-9a80fb04a19e;1;44;1;9130;1;39;120.0;6;4;4;3;6;120.0;0;0;1;0;0;0;20;1;2;6;13;3;11.666666666666666;0;1;6;11;3;12.0;0;12.4;0.5;1.79;Dropout
7dc6957e-a59d-4c32-b050-87cede02f0a4;1;1;5;9773;1;1;126.0;1;3;3;2;2;121.1;0;0;1;1;0;0;18;0;0;6;6;4;12.75;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
f95be69c-4741-456f-bb36-64f036ae4c92;1;1;2;9147;1;1;133.0;1;3;19;2;7;120.4;1;0;0;1;0;0;22;0;0;5;5;5;14.8;0;0;5;5;5;15.8;0;8.9;1.4;3.51;Graduate
999bce68-5bdd-4b92-b242-4b0b251ab325;1;1;6;9500;1;1;103.0;1;1;3;2;2;100.6;1;1;0;1;0;0;22;0;0;7;9;5;13.928;0;0;8;9;7;14.342857142857142;0;11.1;0.6;2.02;Graduate
952b376f-3034-4add-8142-17cfde453af9;1;17;1;9773;1;1;120.0;1;1;38;5;5;121.4;0;0;0;0;0;0;20;0;0;6;7;4;13.0;0;0;6;7;5;13.8;0;12.4;0.5;1.79;Dropout
edf791cc-88dc-4866-b91e-70bb51448658;1;39;1;9991;0;1;133.1;1;37;37;9;9;109.7;0;0;0;1;0;0;29;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;16.2;0.3;-0.92;Dropout
f084168e-9ec9-4913-8da3-7a4e30c31a0d;1;17;1;9991;0;1;154.0;1;38;38;4;5;134.1;0;0;0;1;0;0;24;0;0;5;9;2;11.5;0;0;5;11;3;14.333333333333334;1;7.6;2.6;0.32;Enrolled
b42ad83e-1c79-4247-af00-01fbf25421a2;1;17;2;9238;1;1;130.0;1;19;19;9;9;127.6;1;0;0;1;0;0;18;0;0;6;6;6;11.666666666666666;0;0;6;8;5;13.2;0;11.1;0.6;2.02;Graduate
3129d4fd-9eef-40c4-8e05-9c1e08c3c040;1;17;6;9500;1;1;132.0;1;37;19;7;7;132.4;1;0;0;1;0;1;22;0;0;7;8;6;13.516666666666666;0;0;8;9;7;13.771428571428572;0;11.1;0.6;2.02;Graduate
2c9483a2-b2aa-46f4-a4f3-a921f74639e1;1;44;1;8014;0;39;130.0;1;1;19;9;9;133.4;0;0;0;1;0;1;21;0;3;6;6;6;11.5;0;2;6;7;6;13.285714285714286;0;12.4;0.5;1.79;Graduate
56cd22ec-ca0e-4d04-8ec1-d3e199fe0813;1;1;1;9238;1;1;139.0;1;37;38;9;9;126.1;0;0;0;1;0;1;19;0;0;6;7;5;12.333333333333334;0;0;6;7;6;12.833333333333334;0;12.7;3.7;-1.7;Graduate
bf5c9228-dfac-4d52-903a-8d72054b9a65;1;39;1;9254;1;1;130.0;1;19;38;9;7;113.5;0;0;0;1;0;1;24;0;0;6;6;6;13.666666666666666;0;0;6;6;6;14.166666666666666;0;12.4;0.5;1.79;Graduate
47029cf2-e5b9-495b-baa8-ea6616a5d110;1;1;1;9500;1;1;139.0;1;37;38;6;6;121.3;1;0;0;1;0;1;19;0;0;8;10;6;11.833333333333334;0;0;8;10;6;11.833333333333334;0;9.4;-0.8;-3.12;Enrolled
49cccf88-bd5f-4475-a6c0-bfbf88850c57;1;1;1;9773;1;1;127.0;1;1;19;7;7;121.8;1;0;0;1;0;1;20;0;0;6;11;4;14.0;0;0;6;12;3;11.0;0;9.4;-0.8;-3.12;Enrolled
c46af424-4360-4034-ae10-14c5bd9ff640;1;1;3;9130;1;1;167.0;1;37;37;90;90;159.3;0;0;0;1;0;0;19;0;0;5;7;5;14.714285714285714;0;0;5;5;5;15.8;0;7.6;2.6;0.32;Graduate
b3287616-6946-42ee-bdfd-53a2c5db3616;1;39;1;9991;0;1;130.0;1;38;38;9;9;120.0;0;0;0;1;0;0;27;0;0;5;12;5;10.6;0;0;5;10;5;11.0;0;9.4;-0.8;-3.12;Dropout
31880b41-6924-47f8-b5e8-e3edc879adc6;1;1;1;9500;1;1;130.0;1;1;19;5;5;129.1;1;0;0;1;0;0;18;0;0;7;9;7;13.044444444444444;0;0;8;10;8;13.595;0;15.5;2.8;-4.06;Graduate
bc0ccd05-3292-460e-a5c7-e6058dcb4616;2;7;1;9254;1;3;130.0;1;1;3;4;3;130.0;0;0;0;1;0;0;39;0;0;6;10;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout
8f5d801b-c83f-4848-8c72-40a0a707d450;1;39;1;9130;1;40;129.0;1;3;3;2;2;155.3;1;0;0;1;0;0;27;0;0;6;9;5;13.0;0;5;11;13;10;12.9;0;12.4;0.5;1.79;Dropout
e12577d2-7b10-4a75-b002-101685f74524;1;17;1;9500;1;1;141.0;1;38;38;7;10;139.8;1;0;0;1;0;0;18;0;0;8;8;8;14.935;0;0;8;8;8;14.935;0;9.4;-0.8;-3.12;Graduate
2c320d2a-0904-4640-839c-d134aa99e6a8;1;1;3;171;1;1;125.0;1;38;37;4;9;115.2;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Enrolled
b89757c8-a4ba-4c6b-aee6-a6ce60f7ded7;1;1;2;9500;1;1;125.0;1;19;19;9;9;114.9;0;0;0;1;0;0;18;0;0;7;8;6;13.133333333333333;0;0;8;12;7;12.221428571428572;0;16.2;0.3;-0.92;Graduate
7c4322af-38f1-4049-8a2e-16bef2605d27;1;44;1;9238;1;39;130.0;1;19;1;9;9;131.9;0;0;0;1;0;1;21;0;3;6;7;6;12.0;0;2;6;7;6;12.0;0;13.9;-0.3;0.79;Graduate
156f64ba-629d-4ca0-95b5-28bd0f9fd6b6;1;17;3;171;1;1;133.0;1;1;37;4;7;126.0;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Enrolled
e81422ba-7d39-4855-b2dc-9fb3427b4744;1;17;1;9070;1;1;127.0;1;1;1;3;4;130.2;1;0;0;1;1;0;19;0;0;6;6;5;11.4;0;0;6;8;1;10.0;0;10.8;1.4;1.74;Enrolled
2990a6d4-f86d-4990-8c18-a46621bc21bc;1;43;1;9070;1;1;116.0;1;1;1;3;3;120.9;0;0;0;1;1;0;24;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Enrolled
2f2b9710-cce4-408b-800b-4cd2eff5c349;4;42;1;9500;1;19;133.1;1;1;1;5;5;126.0;1;0;0;1;1;0;29;0;2;7;10;5;11.9;0;1;8;10;5;11.0;0;13.9;-0.3;0.79;Dropout
7e430247-8d8b-449f-9da8-2842b8044731;1;1;3;171;1;1;139.0;1;19;19;5;3;128.2;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Graduate
4688b05d-9d9f-4359-a9e0-16eeb6864f28;1;44;1;9003;1;39;130.0;1;19;37;9;9;130.0;1;0;0;1;1;0;23;0;0;6;8;6;12.571428571428571;0;0;6;7;6;12.428571428571429;0;8.9;1.4;3.51;Graduate
98814939-06c9-4468-bc2c-9d19425b7ca2;1;1;3;9147;1;1;125.0;1;1;38;7;7;120.1;0;0;1;1;1;0;19;0;0;5;8;5;11.2;0;0;5;10;4;10.75;3;16.2;0.3;-0.92;Dropout
47114427-4dad-4926-93da-d8c670cac833;1;39;1;9254;1;1;160.0;1;19;37;7;10;100.0;0;0;0;1;1;0;26;0;0;6;7;6;12.0;0;0;6;8;5;10.8;0;12.7;3.7;-1.7;Enrolled
296e27c2-c3d3-4bb0-85ed-711b7b49f32c;1;17;1;9147;1;1;148.0;1;38;37;5;5;134.0;0;0;0;1;1;0;18;0;0;5;9;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Enrolled
ccc480ed-8293-4905-affe-f64e2a405068;1;17;1;9500;1;1;150.0;1;37;19;8;4;130.8;0;0;0;1;1;0;24;0;0;7;8;7;11.975;0;0;8;8;8;13.75;0;13.9;-0.3;0.79;Graduate
895e7f7a-9c31-466b-af35-1c6ac6cda588;1;1;1;171;1;1;141.0;1;19;19;5;10;135.8;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
41fd5e4b-2318-43c0-b797-00d5f6413b7b;1;17;4;9254;1;1;118.0;1;38;37;5;7;111.7;1;0;0;1;1;0;18;0;0;6;12;3;11.666666666666666;0;0;6;12;1;12.0;0;12.4;0.5;1.79;Dropout
0102428f-5361-4288-938d-cc86d76b6c7c;1;1;2;9773;1;1;142.0;1;38;38;9;9;132.9;1;0;0;1;1;0;18;0;0;6;8;6;12.333333333333334;0;0;6;11;3;12.333333333333334;0;10.8;1.4;1.74;Graduate
9033a9e5-ab15-42d8-a607-50f60acc9b41;1;17;3;9147;1;1;120.0;1;19;19;4;7;115.5;1;0;1;1;1;0;18;0;0;5;8;3;10.333333333333334;0;0;5;11;3;10.857142857142858;0;10.8;1.4;1.74;Dropout
fdac5801-a3d2-4f5c-9a82-c95187a98d87;1;18;4;9254;1;1;106.0;1;19;37;7;7;106.0;1;0;0;1;1;1;21;0;0;6;8;4;10.5;0;0;6;11;1;11.0;0;9.4;-0.8;-3.12;Dropout
dcd4ad5e-f692-49c3-94b8-d682e8f96a10;1;17;4;9773;1;1;121.0;1;1;19;9;8;120.3;1;0;1;1;1;1;19;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;8.9;1.4;3.51;Graduate
dda0060a-0bee-46e9-a6f9-8a39112d05ce;1;17;4;9500;1;1;150.0;1;38;37;9;9;130.8;0;0;0;1;1;1;22;0;0;7;7;7;14.842857142857142;0;0;8;9;8;15.055555555555555;0;16.2;0.3;-0.92;Graduate
9cd0fa90-e57b-4b70-822e-c135ae0b7f0f;2;39;1;8014;0;1;120.0;1;37;37;9;6;117.0;0;0;0;1;1;0;33;0;0;6;8;6;12.0;0;0;6;6;6;11.666666666666666;0;10.8;1.4;1.74;Graduate
6873c5e4-6890-4197-8672-ea1df26d9483;1;1;6;9853;1;1;114.0;1;19;19;9;9;110.2;1;0;0;1;1;0;20;0;0;6;8;5;12.2;0;0;6;7;5;12.2;0;10.8;1.4;1.74;Dropout
06dbc8c1-6add-43d4-9d10-89c38c623e96;1;39;1;9991;0;2;140.0;1;3;3;2;2;155.7;1;0;0;1;1;0;35;0;0;1;1;0;0.0;1;0;5;0;0;0.0;0;10.8;1.4;1.74;Dropout
f7bed648-e69f-44ea-8c75-b4fa8275e88c;1;39;1;9003;1;4;160.0;1;3;3;4;2;180.4;0;0;1;1;1;0;24;0;6;12;17;6;12.166666666666666;0;7;12;14;10;13.3;0;12.4;0.5;1.79;Dropout
f28a8bc1-2b1c-45a2-a7e0-506f3ec73894;1;17;1;9254;1;1;120.0;1;19;19;4;4;125.5;0;0;0;1;1;0;18;0;0;5;6;5;12.0;0;0;5;8;3;11.333333333333334;0;12.7;3.7;-1.7;Enrolled
e54124e4-c71e-433f-9062-079148ce91b7;2;39;1;8014;0;1;130.0;1;37;37;9;6;110.0;1;0;0;1;0;0;33;0;0;6;7;6;11.0;0;0;6;11;5;11.0;0;9.4;-0.8;-3.12;Graduate
2837971c-a937-49c4-ad9a-ad842ac033ca;1;42;1;9500;1;1;160.0;1;37;38;9;7;161.0;1;0;0;1;0;1;22;0;0;8;8;7;13.08;0;0;8;8;7;13.08;0;10.8;1.4;1.74;Graduate
8e53f570-bebc-4cfd-9b67-4087f74f5aa3;1;39;1;9670;1;1;120.0;1;1;19;4;5;100.0;0;0;0;1;0;1;25;0;0;5;7;4;10.5;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12;Graduate
6f31872d-bea5-4abb-b727-8c78d0fa8d42;1;17;1;9070;1;1;124.0;1;19;38;4;0;117.6;1;0;0;1;1;0;20;0;0;6;9;6;10.666666666666666;1;0;6;6;5;11.2;0;7.6;2.6;0.32;Graduate
79eb34ad-964f-4523-8e56-aa914c76d322;1;1;6;9147;1;1;143.0;1;38;37;9;9;128.7;1;0;0;1;1;0;23;0;0;5;6;4;14.0;0;0;5;5;5;13.8;0;11.1;0.6;2.02;Enrolled
43a60860-006a-4da1-9ff5-ef843a73ce23;1;43;2;9119;1;1;115.0;1;38;19;9;6;112.2;1;0;1;1;1;0;18;0;0;5;9;2;10.0;0;0;5;9;0;0.0;0;15.5;2.8;-4.06;Enrolled
1d003a14-1c86-47d0-a774-04e25d2cfc2e;1;39;1;9500;1;1;133.1;1;1;1;4;10;100.8;0;0;0;1;1;0;24;0;0;7;18;0;0.0;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout
d5f82088-3bf3-4ae3-954f-f12f10b05470;1;17;2;9773;1;1;133.1;41;19;1;9;9;105.0;1;0;0;0;0;0;21;1;0;6;6;6;14.0;0;0;6;6;6;13.5;0;8.9;1.4;3.51;Graduate
8fb92344-25ea-4038-8054-09ccf950ca57;1;15;1;9130;1;1;133.1;41;1;1;4;4;100.0;0;0;0;1;0;0;26;1;0;6;7;2;12.0;1;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
36c664c6-3af5-4a3d-bbaa-3a8f12a2d129;2;39;1;9853;1;10;133.1;1;37;34;0;0;115.5;0;0;0;1;0;0;39;0;0;6;12;3;12.666666666666666;0;0;6;14;0;0.0;1;7.6;2.6;0.32;Dropout
80682777-c6dd-4a0c-81a1-6010ed2e93ca;2;39;1;8014;0;1;133.1;1;37;19;9;9;114.0;0;0;0;1;0;0;44;0;2;8;11;8;11.875;0;0;6;7;6;12.333333333333334;0;12.7;3.7;-1.7;Graduate
fc39eb29-dfcc-4cd2-ab43-b20ce0cec126;1;15;1;9119;1;1;130.0;26;38;3;9;2;137.0;1;0;0;1;1;0;19;1;0;5;9;5;14.0;0;0;5;11;3;13.25;0;13.9;-0.3;0.79;Enrolled
876aa077-87dd-4617-bf97-23ec789bcb23;1;1;5;9773;1;1;135.0;1;37;1;5;5;124.9;1;0;0;1;0;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;13.333333333333334;0;8.9;1.4;3.51;Graduate
c7c05219-b743-43ba-a25d-13dff5c10b77;1;1;5;9500;1;1;132.0;1;37;37;7;7;120.3;1;0;0;1;0;1;18;0;0;7;7;7;13.75;0;0;8;9;8;14.47777777777778;0;12.4;0.5;1.79;Graduate
a1470d3f-d241-4ac7-b0b2-6cdb6c6cdf66;1;1;1;9085;1;1;135.0;1;1;2;9;1;134.3;1;0;0;1;0;0;19;0;0;5;7;5;14.2;2;0;5;7;5;13.8;0;12.7;3.7;-1.7;Enrolled
1dabcb6c-3852-4f91-a34f-a752c6690b7c;1;1;4;9500;1;1;115.0;1;3;3;2;2;111.5;1;0;1;0;0;0;19;0;0;7;10;4;11.96;0;0;7;7;0;0.0;0;13.9;-0.3;0.79;Dropout
57322e4c-e63e-42e2-99e7-b515a8a0634e;1;53;1;9085;1;42;130.0;1;38;38;9;9;128.8;0;0;0;1;0;0;21;0;7;10;12;8;12.875;0;4;9;14;5;13.4;0;8.9;1.4;3.51;Dropout
a37f9732-4f58-475e-bbcc-040178ac6369;1;1;4;171;1;1;133.1;1;1;1;9;10;110.0;1;0;0;1;0;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Graduate
55af793a-5211-4e52-918c-c7177e4daa4a;2;39;1;8014;0;1;130.0;1;37;37;6;5;113.5;1;0;0;1;0;0;36;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
43d83c18-22d4-4ee3-9a60-83b9af5b546e;4;39;1;9003;1;12;133.1;1;37;37;9;6;160.0;0;0;0;1;0;0;43;0;13;18;19;18;14.63157894736842;0;10;13;14;13;14.23076923076923;1;15.5;2.8;-4.06;Graduate
31421c19-db4e-4f33-b368-034cf287202c;1;18;1;9853;1;1;123.0;1;19;19;9;7;117.4;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
ce9af36c-f860-4f35-be31-82ae350f9229;1;51;1;9070;1;1;130.0;1;3;1;2;8;122.2;0;0;1;1;0;0;20;0;4;10;12;10;13.0;0;5;11;11;11;12.272727272727272;0;11.1;0.6;2.02;Graduate
a251545b-ab7d-4b1c-a62a-29da0469d002;1;1;2;9238;1;1;122.0;1;37;38;4;7;118.2;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;Dropout
f85c197c-e4d4-488c-8261-31c8fcca31e7;1;1;1;9085;1;1;113.0;1;1;1;4;4;106.7;1;0;0;1;0;0;20;0;0;6;15;4;14.2;0;0;6;17;4;13.25;0;15.5;2.8;-4.06;Dropout
